number,name,address,position.lat,position.lng
1,Belcoo,N16,54.29621656,-7.87179253
2,Europa Bus Centre,Glengall Street,54.59459264,-5.936600821
3,Europa Bus Centre,Glengall Street,54.5944841,-5.936559879
4,Europa Bus Centre,,54.59505428,-5.936267932
5,Europa Bus Centre,,54.59508806,-5.93719485
6,Banbridge,Newry Street,54.34645508,-6.271542841
7,Banbridge,Newry Street,54.34629711,-6.271180292
8,Derrylin,,54.19337963,-7.567848574
9,Derrylin,,54.19331706,-7.567941168
10,Dungannon,,54.50100156,-6.774142049
11,Dungannon,,54.50100156,-6.774142049
12,Ballygawley,,54.46282484,-7.028651109
13,Kilcoo,,54.23134016,-6.030641757
14,Kilcoo,,54.23143121,-6.030714122
15,Canal Street,,54.82774606,-7.463786397
16,Canal Street,,54.82774606,-7.463786397
17,Bradley Way,,54.82650681,-7.470074463
18,Ulsterbus Depot,,54.60164073,-7.300481242
19,Newcastle,,54.21504282,-5.888254828
20,Newcastle,,54.21504282,-5.888254828
21,Mayobridge,,54.18054026,-6.231328863
22,Mayobridge,,54.18048277,-6.231086182
23,Hilltown,,54.19490796,-6.145715278
24,Hilltown,,54.19478696,-6.14544482
25,Rathfriland,,54.23655253,-6.158499705
26,Stop No. 158011,,54.3524001,-6.654315504
27,Lonsdale Road Bus Station,,54.35234603,-6.654301887
28,Portadown,,54.42283318,-6.443366695
29,Lurgan,,54.46724214,-6.399903668
30,Kesh,,54.52259466,-7.722690617
31,Kesh,,54.52253127,-7.722474797
32,Lisnarick,,54.47460731,-7.701215002
33,Lisnarick,,54.47456211,-7.701107333
34,Shore Road Car Park,,54.34348165,-7.638035304
35,Shore Road Car Park,,54.34355354,-7.638034673
36,Derrylin,,54.19999478,-7.575902317
37,Derrylin,,54.19993237,-7.57604089
38,BRGHB,,54.29720327,-7.870207186
39,Belleek,,54.4761706,-8.094501987
40,Castlewellan,,54.2571405,-5.944403715
41,Castlewellan,,54.25698758,-5.944395974
42,Dundrum,,54.25758216,-5.844173885
43,Dundrum,,54.25763089,-5.844386251
44,Clough,,54.29169879,-5.837644362
45,Clough,,54.29190559,-5.837648887
46,Downpatrick,,54.32585464,-5.71973073
47,DNPTR,,54.32585464,-5.71973073
48,Lisnarick,,54.47653363,-7.698994602
49,Lisnarick,,54.47641682,-7.69899546
50,Meigh Cross,,54.11588432,-6.357284571
51,Killeen Bridge,,54.13102309,-6.346478898
52,Bridge St Northbound (Killeen Bridge),,54.13100864,-6.346081612
53,Newry,,54.17287149,-6.340995722
54,Newry,,54.17286558,-6.34056706
55,Newry,,54.16825303,-6.339097562
56,Derry (Magee Campus Strand Road),,55.00447629,-7.321781701
57,Cullaville,,54.06204482,-6.643525169
58,Culloville (Mace),,54.0618762,-6.64371398
59,Sprucefield Shopping Centre,,54.487234,-6.065393108
60,Sprucefield,,54.48724338,-6.06597923
61,Long Shore Road Belleck,Long Shore Road,54.47621555,-8.094471233
62,Newry,Monaghan Street,54.17680231,-6.343212856
63,Newry,The Mall,54.17561606,-6.33995141
64,Newry Bus Station,,54.17586809,-6.339328557
65,Letterbreen,,54.30949256,-7.732161834
66,Letterbreen,,54.30928706,-7.732685628
67,Ulsterbus Depot,,54.99662876,-7.317866335
68,Ballymagrorty,,55.03340435,-7.357771751
69,Coshquin,,55.03357529,-7.357815945
70,Culmore Point,Culmore Road,55.0457123,-7.27444007
71,Culmore Point,Culmore Road,55.04570247,-7.27429942
72,Topaz Belleek,N3,54.47735347,-8.098485485
73,Enniskillen,Broadmeadow,54.34370277,-7.639863503
74,Enniskillen,Friths Pass,54.34369443,-7.640078887
75,Bellanaleck,,54.29505809,-7.637830304
76,Bellanaleck,,54.29500473,-7.638015107
77,Portadown,,54.42180128,-6.445578659
78,Omagh,,54.61070183,-7.323313814
79,ASDA,,54.83032073,-7.469012863
80,Newtownstewart,,54.72189052,-7.37298186
81,Sion Mills,,54.78577936,-7.472348362
82,Sion Mills,,54.78577936,-7.472348362
83,Sion Mills,,54.78431173,-7.471636798
84,Newtownstewart,,54.72177389,-7.373014705
85,Newtownstewart,,54.72177389,-7.373014705
86,St Mary's NS,,52.70072903,-6.960116482
87,Carlow IT,,52.8300544,-6.936121165
88,Tullys Travel,Tullow Street,52.83634956,-6.930505409
89,Heatons,X,52.83445187,-6.923413243
90,Shaws Department Store,Tullow Street,52.83645495,-6.931230089
91,Fdc Accountants,The Square,52.8027506,-6.736526453
92,Barrack Street,,52.8352431,-6.925427007
93,Carlow Coach Park,,52.83372901,-6.926963347
94,Carlow Coach Park,,52.83362909,-6.92684708
95,Carlow Coach Park,,52.83362923,-6.926861918
96,Brooks Restaurant,Tullow Street,52.83626293,-6.929869325
97,Bruce Betting,Potato Market,52.83596117,-6.929297902
98,Ulster Bank,Kennedy Avenue,52.83463781,-6.928068911
99,Carlow Train Station,St Josephs Road,52.84073973,-6.922990542
100,Borris,Main Street,52.60011443,-6.924030634
101,Borris,,52.60018592,-6.923984595
102,Brownshill Dolmen Carlow,R726,52.83763858,-6.876416762
103,Seskin Road,R448,52.738872,-6.98568732
104,Royal Oak Road,,52.7037906,-6.984606912
105,Royal Oak,,52.70299802,-6.985468728
106,Carlow Royal Oak,,52.70251794,-6.985035962
107,Rathvilly,N81,52.88061916,-6.695247854
108,Rathvilly,N81,52.88061916,-6.695247854
109,Hacketstown,Main Street,52.86533978,-6.558513471
110,Hacketstown,Main Street,52.86522153,-6.55839857
111,The Square Tullow,Bridge Street,52.80293551,-6.736165147
112,Tullow,Bridge Street,52.80293551,-6.736165147
113,Tullow,Bridge Street,52.80293567,-6.736179973
114,Tullow,Bridge Street,52.80312326,-6.736070716
115,Kildavin,N80,52.68474313,-6.690296675
116,Kildavin,N80,52.68504439,-6.690716605
117,Carlow,,52.83313039,-6.933344928
118,Leighlinbridge,,52.73669291,-6.975816384
119,Leighlinbridge,,52.73670343,-6.975993837
120,Royal Oak Road,,52.69993974,-6.968539268
121,Royal Oak Road,,52.70011099,-6.968594414
122,Bagenalstown,,52.70148288,-6.958959244
123,Bagenalstown,,52.70148561,-6.959269903
124,Dublin Road,,52.80924385,-6.727616246
125,Dublin Road,,52.80930802,-6.727733039
126,St Patrick's Park,,52.80440315,-6.744873216
127,Saint Patricks Park,,52.80450277,-6.744944505
128,Kernanstown,,52.82173408,-6.877850846
129,Kernanstown,,52.82185975,-6.877832771
130,Ballon,,52.73973498,-6.770057083
131,Ballon,,52.73968168,-6.770117822
132,Tullow,,52.80319546,-6.736098284
133,Hacketstown,,52.86533978,-6.558513471
134,Kildavin,,52.68500779,-6.690658535
135,Kildavin,,52.68338292,-6.685160659
136,Kildavin,,52.68338994,-6.684982961
137,Green Lane,,52.84215782,-6.916839649
138,Green Lane,,52.84211849,-6.916469524
139,Stop No. 136070,,52.73553145,-6.987097574
140,Leighlinbridge Cross,,52.73553145,-6.987097574
141,Royal Oak,,52.70299802,-6.985468728
142,IT Carlow,,52.82806732,-6.937045233
143,Rathvilly,,52.88056099,-6.695680471
144,Clontarf Rd Pitches,,53.36289418,-6.219730239
145,Belmayne,,53.40207592,-6.171727025
146,James Larkin Road,,53.38271738,-6.148533881
147,Kilbarron Road,Kilbarron Road,53.39221813,-6.217634406
148,Cromcastle Avenue,Kilbarron Road,53.39266206,-6.219074384
149,Connolly,,53.35052608,-6.250694343
150,Amiens Street,,53.35025726,-6.250750415
151,Connolly Train Stn,,53.35049715,-6.250560334
152,Connolly,,53.35103959,-6.250162577
153,Eden Quay,,53.34794369,-6.25787477
154,Eden Quay,,53.34779142,-6.25791102
155,Rock Road,,53.31258442,-6.20156361
156,Rock Road,,53.31279622,-6.201899897
157,Martello Tower,,53.32567589,-6.207243322
158,Martello Tower,,53.32561617,-6.207456005
159,Gilford Ave Junction,,53.33214934,-6.210365251
160,Gilford Ave Junction,,53.33207165,-6.210578715
161,RTE,Stillorgan Road,53.31463619,-6.225731811
162,Sean MacDermott Street,,53.35282374,-6.257225072
163,Marlborough Street,,53.35260728,-6.257789724
164,Swords Road,,53.38344951,-6.243962933
165,Dawson Street,,53.34002045,-6.258167756
166,Dawson Street,,53.34002746,-6.258648039
167,Dawson Street,,53.34013437,-6.258583611
168,Bachelors Walk,,53.34717641,-6.260729871
169,Donnybrook,,53.32031492,-6.233482016
170,Donnybrook,,53.3199779,-6.233180712
171,Schoolhouse Hotel,,53.33723057,-6.239555502
172,Hampton Hotel,,53.32629197,-6.242603177
173,Hampton Hotel,,53.32555243,-6.241822887
174,Leeson St Upper,,53.3296294,-6.248907051
175,Leeson St Upper,,53.32881799,-6.24751397
176,Leeson St Lower,,53.33547032,-6.256175849
177,Leeson St Lower,,53.33535617,-6.2563607
178,Leeson St Upper,,53.33119942,-6.252386203
179,Lwr Drumcondra Road,,53.36387318,-6.257435244
180,Lwr Drumcondra Road,,53.36297031,-6.258388668
181,East Wall Road,,53.35079068,-6.226003017
182,College Green,,53.34439941,-6.26136859
183,College Green,,53.34439963,-6.261383601
184,College Green,,53.34426249,-6.26060818
185,College Green,,53.3442605,-6.261704666
186,College Green,,53.34423663,-6.261300118
187,College Green,,53.34423684,-6.261315128
188,College Green,,53.34430106,-6.260171051
189,Bottom of the Hill,,53.38624023,-6.296993292
190,O'Connell Street (opp Gresham),,53.35177799,-6.261323651
191,Thomas Street,,53.34347759,-6.285241171
192,Market Street South,,53.34164803,-6.286771362
193,High Street,,53.34298022,-6.272570278
194,Casino Park,,53.37151275,-6.226299134
195,Mountjoy Sq West,,53.35617782,-6.258560506
196,Custom House Quay,,53.34824354,-6.250111877
197,Custom House Quay,,53.34822844,-6.250307765
198,IFSC House,,53.34825627,-6.250366708
199,Donnybrook Road,,53.31990759,-6.233288692
200,Stop No. 135302,,53.33332754,-6.254086032
201,Sussex Road,,53.32972821,-6.248903003
202,Sussex Road,,53.32994385,-6.249509755
203,North Wall Quay,,53.3473503,-6.236449878
204,AIB OConnell Street,,53.35233952,-6.261616258
205,North Star Hotel,,53.35174614,-6.249923327
206,Ardmore Hotel,,53.38219229,-6.291728116
207,Arran Quay,,53.34589785,-6.276057067
208,Arran Quay,,53.34584027,-6.275804055
209,Clare Street,,53.3413359,-6.251626258
210,North Wall Quay,,53.34775307,-6.242426443
211,çrd Scoil RÕs,Griffith Avenue,53.36887682,-6.228557661
212,Griffith Avenue,Griffith Avenue,53.36846776,-6.22764291
213,Merrion Square,,53.34134678,-6.25052948
214,Stop No. 4839,,53.34155096,-6.250355919
215,Merrion Street Lower,,53.34155096,-6.250355919
216,Clifton Court Hotel,,53.34779931,-6.258451437
217,John's Park,,53.32648225,-6.225705657
218,Parnell Square North,,53.35429725,-6.263970269
219,Westmoreland Street,Westmoreland Street,53.34630773,-6.259098017
220,Cathal Brugha St,,53.35205954,-6.260290695
221,Cathal Brugha Street,,53.35225235,-6.259952357
222,Cathal Brugha Street,Cathal Brugha Street,53.35200039,-6.260548478
223,Cathal Brugha Street,Cathal Brugha Street,53.35202821,-6.260607433
224,O'Connell St Upper,,53.35135318,-6.261160681
225,Stop No. 7468,,53.35183694,-6.260434958
226,Alfie Byrne Road,,53.36291727,-6.220675909
227,Carlisle Street,South Circular Road,53.33238573,-6.270881323
228,Northside SC,Oscar Traynor Road,53.39414951,-6.211553956
229,Armstrong Walk,Oscar Traynor Road,53.39380454,-6.21072636
230,Dundaniel Road,Oscar Traynor Road,53.39789602,-6.222886051
231,Clonshaugh Industrial Estate,Oscar Traynor Road,53.39771995,-6.223133999
232,Oscar Traynor Road,Oscar Traynor Road,53.39769233,-6.223090035
233,Dundaniel Road,Dundaniel Road,53.39716702,-6.22402924
234,Oscar Traynor Rd,Dundaniel Road,53.39724178,-6.224221621
235,Woodville,Oscar Traynor Road,53.39229206,-6.206369142
236,Rathvale,Tonlegee Road,53.390719,-6.186137011
237,Rathvale,Tonlegee Road,53.39055656,-6.186685205
238,St John's Church,Tonlegee Road,53.3901107,-6.192252283
239,Oscar Traynor Road,Oscar Traynor Road,53.39126054,-6.202924183
240,Grove Road,Ballygall Road West,53.39027765,-6.288322079
241,St Canice's GNS,Seamus Ennis Road,53.38995381,-6.297100636
242,Aulden Grange,Oscar Traynor Road,53.39699605,-6.234923799
243,South Hill,Milltown Road,53.30849911,-6.255714681
244,South Hill,Milltown Road,53.30825964,-6.255319266
245,Dodder Walk,Milltown Road,53.30873794,-6.257910941
246,Dodder Walk,Milltown Road,53.30857208,-6.258863118
247,Dartry Road,Dartry Road,53.30942914,-6.26092922
248,Orwell Park,Dartry Road,53.30910577,-6.260327082
249,Rathmines Close,Upper Rathmines Road,53.31704619,-6.264912289
250,Frankfort Avenue,Upper Rathmines Road,53.31585235,-6.265020756
251,Trinity Hall,Dartry Road,53.31182903,-6.26278268
252,Trinity Hall,Dartry Road,53.31159987,-6.262476823
253,St Mary's College,,53.32757099,-6.264890547
254,St Mary's College,,53.32721804,-6.264724711
255,South Richmond St,Richmond Street Sth,53.3311236,-6.264431045
256,South Richmond St,Richmond Street Sth,53.33103618,-6.264599755
257,Rathmines Close,Upper Rathmines Road,53.31705077,-6.265227306
258,Millbrook Drive,Tonlegee Road,53.39122026,-6.172447989
259,St John's Church,Tonlegee Road,53.39032535,-6.190995228
260,Military Road,Lower Rathmines Road,53.3265476,-6.264977117
261,Rathmines,Lower Rathmines Road,53.32513839,-6.265109364
262,Rathmines Rd Upper,Upper Rathmines Road,53.32138025,-6.265652126
263,Rathmines Rd Lower,Lower Rathmines Road,53.32929965,-6.264475065
264,Earlsfort Terrace,Earlsfort Terrace,53.33548151,-6.25755688
265,Adelaide Road,Adelaide Road,53.33273036,-6.259966355
266,Lavarna,Fortfield Road,53.31093522,-6.301823462
267,Ashtown Village,Ashtown Village,53.37649538,-6.332508399
268,Jamestown Road,Jamestown Road,53.40594861,-6.291799118
269,Seagrave Terrace,Jamestown Road,53.40609427,-6.29192865
270,IKEA,IKEA entrance,53.40729627,-6.277997272
271,IKEA,St. Margaret's Road,53.40627302,-6.27373686
272,IKEA,St. Margaret's Road,53.40641057,-6.275791923
273,Junction Edenmore Avenue,,53.38914607,-6.183181815
274,Stop No. 7463,,53.3895327,-6.183781798
275,Phoenix Park Avenue,Navan Road,53.37441447,-6.339262883
276,Old Racecourse,Navan Road,53.37492776,-6.339979374
277,Old Race Course,Castleknock Road,53.37084274,-6.34030355
278,Old Race Course,Castleknock Road,53.37101739,-6.339936076
279,Castleknock Road,Castleknock Road,53.37086977,-6.334501519
280,Ashtown Gate,Castleknock Road,53.37101015,-6.334255586
281,Northwood Avenue,Ballymun Road,53.40254107,-6.264924264
282,Ballymun Road,Ballymun Road,53.40224243,-6.265402646
283,Mayeston Lawn,St. Margaret's Road,53.40650064,-6.289550914
284,Cappagh Hospital,Cappagh Road,53.39352158,-6.323738176
285,Cappagh Road,Cappagh Road,53.39276989,-6.322053592
286,Hospital,Cappagh Hospital,53.39380313,-6.326508874
287,Naomh BarrÑg GAA,Kilbarrack Parade,53.39029516,-6.152640509
288,Entrance to IKEA,Entrance to IKEA,53.40575249,-6.268824525
289,Entrance to IKEA,Entrance to IKEA,53.4059113,-6.269239223
290,St Margaret's Road,St. Margaret's Road,53.40600083,-6.280411029
291,IKEA,St. Margaret's Road,53.40610592,-6.280842979
292,house number 179,St. Margarets Road,53.4061998,-6.284870188
293,Whitehall Rd West,Whitehall Road West,53.31557769,-6.317368653
294,Greentrees Park,Whitehall Road,53.30954009,-6.320727561
295,Naomh BarrÑg GAA,Kilbarrack Parade,53.3898318,-6.152901145
296,N2 Finglas,North Park Business,53.4007728,-6.312745343
297,N2 Finglas,North Park Business,53.40053775,-6.312649371
298,Lanesborough Estate,Jamestown Road,53.40232099,-6.291418069
299,Mater Christi Sch,Cappagh Road,53.39264265,-6.321953345
300,Gulliver's Retail Pk,Ballymun Road,53.404255,-6.265350845
301,Avila Park,Cappagh Road,53.39234209,-6.321032934
302,Limekiln Grove,St. Peter's Road,53.31482788,-6.330530823
303,St Peter's Road,St. Peter's Road,53.31530445,-6.331187624
304,St Peter's Road,St. Peter's Road,53.31618988,-6.332158697
305,Lorcan O'Toole Park,Kimmage Road West,53.31370591,-6.308947527
306,Westbrook,Kimmage Road West,53.31398082,-6.310587594
307,Royston Village,Kimmage Road West,53.31496607,-6.313520432
308,Westbrook,Kimmage Road West,53.31426907,-6.311266606
309,Kimmage Road West,Kimmage Road West,53.3160266,-6.316060201
310,Lucan Road,Lucan Road,53.34816556,-6.346742215
311,The Station House Pub,Howth Road,53.38029128,-6.174840225
312,Bank Of Ireland,Coolock Village,53.38961375,-6.20040748
313,Our Lady Of Consolation Church,Collins Avenue East,53.37518637,-6.218285655
314,Dublin Bus Stop,Marino Crescent,53.36461499,-6.229065075
315,Dublin Bus Stop,Marino Crescent,53.36453571,-6.229173548
316,Merrion Street Dublin,,53.3390241,-6.252727006
317,Nassau St,,53.34278757,-6.25685346
318,Nassau Street,,53.34256123,-6.256126779
319,Insomnia Cafe,Dawson Street,53.34175588,-6.258217164
320,The Molly Malone,Grafton Street,53.3434339,-6.259260165
321,The Westbury Hotel,Balfe Street,53.34135206,-6.261342398
322,Saint Stephens Green Shopping Centre,Saint Stephens Green,53.33976322,-6.26025068
323,Il Posto Restaurant,Saint Stephens Green,53.33966858,-6.259308421
324,The Lombard Pub,Pearse Street,53.3435985,-6.249010478
325,Cardiffsbridge Road,Cardiffsbridge Road,53.38536709,-6.31272325
326,Connolly Lowe Accountants Building,Chancery Place,53.34577917,-6.272201779
327,Jurys Inn,Christchurch Place,53.34308495,-6.270493447
328,Daly's Pharmacy,Cabra Road,53.36119789,-6.284950364
329,The Cabra Grand Casino,Quarry Road,53.36298409,-6.289792049
330,Donnybrook,Donnybrook Road,53.32268739,-6.237707385
331,Tesco Supermarket,Ballyfermot Road,53.34161845,-6.352311938
332,Tesco Supermarket,Ballyfermot Road,53.34191801,-6.352525661
333,Charlotte Way,,53.33379546,-6.2639772
334,Sarsfield Quay Dublin,Sarsfield Quay,53.34707822,-6.284991517
335,Mansion House,,53.34034164,-6.258620219
336,The Gingerman Pub,Fenian Street,53.34167624,-6.249705
337,Alexander Hotel,Fenian Street,53.34157694,-6.249063279
338,Il Segreto Bistro,Merrion Row,53.33836294,-6.254225723
339,Custom House Plaza,Sheriff Street Lower,53.35175018,-6.248360883
340,Jacobs Inn,Talbot Place,53.35039016,-6.253073295
341,Jacobs Inn,Talbot Place,53.35009847,-6.251568069
342,Molloy's Pub,Talbot Place,53.35100506,-6.251485897
343,Paddy Power Bookmaker,Talbot Street,53.35118761,-6.252289597
344,The North Star Hotel,Sheriff Street Lower,53.35171281,-6.249489058
345,Burgh Quay,Burgh Quay,53.34725573,-6.256926503
346,Insomnia Cafe,Mayor Street Lower,53.34933765,-6.245050023
347,No Obvious Landmark,Commons Street,53.34964688,-6.245908548
348,Llyods Pub,Amiens Street,53.35254468,-6.249214611
349,Guinness Storehouse,Bellevue,53.34154389,-6.285153567
350,The Burlington Hotel,Sussex Road,53.32998832,-6.249477905
351,The Burlington Hotel,Sussex Road,53.33022081,-6.250008901
352,No Obvious Landmark,Grand Canal Street Lower,53.33927571,-6.240492447
353,The Mespil Hotel,Mespil Road,53.33347452,-6.246947673
354,Conrad Hotel,Earlsfort Terrace,53.33518836,-6.257794072
355,Post Office,Saint Andrew Street,53.34373184,-6.261200506
356,Dublin Citi Hotel,Dame Street,53.34428607,-6.263460879
357,Hapenny Bridge,,53.34612167,-6.262364919
358,Dublin Zoo,Chesterfield Avenue,53.35185455,-6.306010603
359,Sheriff St Upper,Upper Sherriff Street,53.3497719,-6.227607537
360,Clongriffin Train Station Park And Ride,Station Way,53.40293954,-6.15076913
361,Lidl Supermarket,Thomas Street,53.34306093,-6.280647126
362,Smithfield Luas Stop,Smithfield,53.3469029,-6.278434756
363,St James Hospital,James Street,53.34225499,-6.294631729
364,Eircom Building,Saint John's Road West,53.34587328,-6.296875449
365,Boots Pharmacy,Upper Baggot Street,53.33330697,-6.243500994
366,Bermingham Camera Store,Burgh Quay,53.34737186,-6.257492539
367,Clifton Court Hotel,Eden Quay,53.34794194,-6.257754677
368,Clerys Store,Sackville Place,53.34887352,-6.259384003
369,Tourist Office,Bachelors Walk,53.34748666,-6.259816017
370,Q Bar,D'Olier Street,53.34696479,-6.257929707
371,Finglas,Finglas Village,53.39028217,-6.299327798
372,Frankfort Avenue,Rathgar Road,53.31665463,-6.270751874
373,Rathgar Road,Rathgar Road,53.31666426,-6.270796513
374,Ranelagh Take Away,Cullenswood Road,53.32516616,-6.255305046
375,Gunne Estate Agents,Cullenswood Road,53.3250312,-6.255295541
376,Tesco Supermarket,Rathmines Road Upper,53.32149153,-6.265887792
377,Tesco Supermarket,Ratmines Road Upper,53.32121176,-6.265809071
378,The Westin Hotel,Westmoreland Street,53.34570457,-6.259032475
379,O Connell Bridge,,53.34726494,-6.259404479
380,Superquinn Sundrive Centre,Sundrive Road,53.31990556,-6.291139981
381,Tesco Express Supermarket,Saint Agnes Road,53.32036649,-6.315964372
382,Blackforce Inn,Drimnagh Road,53.32419071,-6.326487341
383,Our Ladys Hospital,Drimnagh Road,53.3256287,-6.316898078
384,Shay's Village Barber,Tyrconnell Street,53.33923492,-6.321242905
385,Bottle Recycling Bank,Terrenure Road North,53.3120636,-6.282703665
386,Pop Noodle Restaurant,Aston Quay,53.34670253,-6.260283539
387,Dublin Barber,Aston Quay,53.34645778,-6.261374947
388,Ibat College Dublin,Wellington Quay,53.34556107,-6.26584225
389,Wax Museum,Foster Place,53.34492677,-6.261166897
390,Taxi Rank,,53.3445013,-6.260958922
391,Bank Of Ireland,College Green,53.3444255,-6.260075868
392,Fas Employment Services Building,Parnell Street,53.35032021,-6.265528885
393,Pennys Store,Parnell Street,53.35012513,-6.266948809
394,Dunnes Stores,Barryscourt Road,53.39571493,-6.211653721
395,Supervalu Store,Silloge Road,53.39529548,-6.266076177
396,Eccle Street Car Park,Eccles Street,53.35821078,-6.266079831
397,Parkgate Street Dublin,Parkgate Street,53.34790175,-6.292904286
398,Inchicore Library,Emmet Road,53.3406545,-6.309112777
399,Inchicore Library,Emmet Road,53.34055479,-6.3096874
400,Emmett Road,Emmett Road,53.34054602,-6.309702765
401,Kestral House Pub,Bunting Road,53.31742935,-6.332095354
402,O'Callaghan Hotel,Cuffe Street,53.33761602,-6.263401539
403,Copper Face Jacks Nite Club,Harcourt Street,53.3374916,-6.262881004
404,Eddie Rocket's Restaurant,Dame Street,53.34409046,-6.266697953
405,Ebs Building,Baggot Street,53.33796146,-6.251974548
406,Government Buildings,Merrion Street Upper,53.33904841,-6.252545803
407,Cafe En Seine Pub,Dawson Street,53.34145813,-6.25875494
408,Therapie Clinic,Molesworth Street,53.34136632,-6.257392021
409,Mater Private Hospital,Eccles Street,53.35909457,-6.269379376
410,Savoy Cinema,O Connell Street,53.35123246,-6.260895204
411,Bewleys Hotel,Simmonscourt Road,53.32626694,-6.225129085
412,Greyhound Race Track,South Lotts Road,53.34070234,-6.231813341
413,Ashmore Ryder Motor Body Repair Centre,Fitzwilliam Quay,53.34153544,-6.228594975
414,Aib Bank,Main Street,53.3887433,-6.298562233
415,The Burlington Hotel,Sussex Road,53.33043336,-6.250405589
416,Clare Hall Shopping Centre,Malahide Road,53.40110652,-6.181228422
417,A.B.F.R.C. Building,Kilmore Road,53.38478354,-6.21633642
418,Beechfield Avenue,Cromwellsfort Road,53.31701347,-6.32550738
419,Bigger Road,Cromwellsfort Road,53.31696995,-6.326889959
420,Mount Argus Road,Lower Kimmage Road,53.32429774,-6.279675293
421,Cashel Road,Cashel Road,53.31924637,-6.3041503
422,Armagh Road,Armagh Road,53.32098518,-6.305072072
423,Saint Agnes School,Armagh Road,53.3202311,-6.307668789
424,Brookfield,Lower Kimmage Road,53.32189218,-6.283644996
425,Corrib Road,Lower Kimmage Road,53.31520361,-6.295455304
426,Aideen Avenue,Lower Kimmage Road,53.31640088,-6.294326915
427,Kimmage Grove,Lower Kimmage Road,53.31906116,-6.291173721
428,Kimmage Grove,Lower Kimmage Road,53.31889135,-6.291240548
429,Mount Argus Church,Lower Kimmage Road,53.32045242,-6.28602946
430,Mount Argus Church,Lower Kimmage Road,53.32019752,-6.286429955
431,Cork Street,Cork Street,53.33835369,-6.280821492
432,Ardee Street,Cork Street,53.33850608,-6.280169623
433,St Luke's Avenue,St. Luke's Avenue,53.33885781,-6.278383426
434,Patrick's Cathedral,Patrick Street,53.33945807,-6.272652582
435,Patrick Street,Patrick Street,53.34231512,-6.271951368
436,Marion Villas,Cork Street,53.33783344,-6.284641707
437,Brickfield Lane,Cork Street,53.33753643,-6.285239284
438,Fernvale Drive,St. Mary's Road,53.32457178,-6.317795378
439,Walkinstown Mall,Walkinstown Road,53.32106266,-6.33096293
440,Walkinstown Shop Cen,Walkinstown Road,53.32170398,-6.330547609
441,Walkinstown Rdbt,Walkinstown Road,53.31784177,-6.332664654
442,Walkinstown Road,Walkinstown Road,53.31853179,-6.332517673
443,Ravensdale Park,Lower Kimmage Road,53.31354587,-6.297697578
444,Poddle Park,Lower Kimmage Road,53.31325906,-6.297754017
445,Mount Argus Park,Lower Kimmage Road,53.32152863,-6.283989834
446,St. Kevin's Parade,Clanbrassil Street,53.33445881,-6.274386231
447,St Clare's Avenue,Lower Kimmage Road,53.32492903,-6.279199521
448,Captain's Road,Captain's Road,53.31954655,-6.309467112
449,Captain's Avenue,Captain's Road,53.31802766,-6.308206276
450,Captain's Road,Captain's Road,53.31833048,-6.308644599
451,Stannaway Ave,Stannaway Avenue,53.31630636,-6.307884119
452,Kilfenora Road,Stannaway Road,53.32035543,-6.298717458
453,Clonfert Road,Stannaway Road,53.31957113,-6.300444843
454,Blarney Park,Sundrive Road,53.3210754,-6.293119724
455,Sundrive Park,Sundrive Road,53.32032995,-6.291903583
456,Sundrive Road,Sundrive Road,53.31979158,-6.291339674
457,Ferns Road,Stannaway Road,53.32124536,-6.29683569
458,Stannaway Road,Stannaway Road,53.32181638,-6.295281797
459,Beckett Bridge,North Wall Quay,53.34773657,-6.241916425
460,New Wapping Street,North Wall Quay,53.34737591,-6.236358699
461,New Wapping Street,,53.34966038,-6.235242943
462,Clonfert Road,Stannaway Road,53.31970651,-6.300484495
463,Stannaway Road,Stannaway Road,53.3196539,-6.300576649
464,Eamonn Ceannt Park,Sundrive Road,53.32201245,-6.293907947
465,Larkfield Park,Larkfield Park,53.31878959,-6.28915819
466,Larkfield Park,Larkfield Park,53.31854684,-6.289152891
467,Harolds Cross NS,Clareville Road,53.31767791,-6.285600295
468,Clareville Road,Clareville Road,53.31892063,-6.281392626
469,Clareville Road,Clareville Road,53.31789901,-6.283475031
470,Westfield Road,Clareville Road,53.31870427,-6.281971709
471,Cashel Road,Cashel Road,53.31923419,-6.303925628
472,St Agnes Park,St. Agnes Park,53.3192111,-6.314343721
473,St Agnes Park,St. Agnes Park,53.31951604,-6.313025794
474,Armagh Road,Armagh Road,53.31998847,-6.308939282
475,Scoil Colm,Armagh Road,53.32065424,-6.306451176
476,Kenilworth Square N,Kenilworth Square North,53.31873807,-6.278082699
477,Kenilworth Square N,Kenilworth Square North,53.31903743,-6.277650356
478,Westfield Road,Clareville Road,53.31841855,-6.282103268
479,Grosvenor Road,Grosvenor Road,53.32029297,-6.270004325
480,Grosvenor Road,Grosvenor Road,53.32057759,-6.269797669
481,Kenilworth Park,Kenilworth Park,53.31886589,-6.280088932
482,Kenilworth Road,Kenilworth Road,53.31973748,-6.274469937
483,Kenilworth Road,Kenilworth Road,53.31986172,-6.274359849
484,Walkinstown Avenue Park,Walkinstown Avenue,53.32089538,-6.338940234
485,Walkinstown Park,Walkinstown Avenue,53.32137024,-6.339477198
486,Parkview Road,Poppintree Park Lane Walk,53.3987343,-6.289501525
487,Poppintree Park,Poppintree Park Lane Walk,53.39882406,-6.288866311
